Variables,Step0,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,Step21,Step22,Step23,Step24,Step25,Step26,Step27,Step28,Step29,Step30,Step31,Step32,Step33,Step34,Step35,Step36,Step37,Step38,Step39
gHFeO2-,-0.1933,-0.1933,-0.1933,-0.1933,-0.1933,-0.1934,-0.1935,-0.1946,-0.2023,-0.2075,-0.2233,-0.2260,-0.2316,-0.2316,-0.2356,-0.2374,-0.2733,-0.3153,-0.3529,-0.3980,-0.4202,-0.4202,-0.4244,-0.4367,-0.4490,-0.4499,-0.4563,-0.4577,-0.4826,-0.6695,-0.8709,-0.8709,-0.8709,-0.8718,-0.9239,-0.9239,-0.9239,-0.9239,-1.0448,-1.0448
"gHCl,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
gH+,0.4750,0.4750,0.4750,0.4750,0.4750,0.4751,0.4762,0.4872,0.5336,0.5458,0.5375,0.5329,0.5107,0.5099,0.4722,0.4686,0.4229,0.3207,0.1307,-0.1308,-0.2280,-0.2280,-0.2459,-0.2943,-0.3366,-0.3391,-0.3564,-0.3601,-0.4186,-0.6537,-0.7342,-0.7342,-0.7342,-0.7342,-0.7348,-0.7348,-0.7348,-0.7348,-0.7289,-0.7289
gMgHSiO3+,0.3245,0.3245,0.3245,0.3245,0.3245,0.3247,0.3257,0.3360,0.3780,0.3872,0.3703,0.3643,0.3397,0.3390,0.3010,0.2965,0.2302,0.1043,-0.1054,-0.3902,-0.4993,-0.4993,-0.5193,-0.5735,-0.6212,-0.6243,-0.6451,-0.6495,-0.7216,-1.0576,-1.2439,-1.2439,-1.2439,-1.2443,-1.2701,-1.2701,-1.2701,-1.2701,-1.3256,-1.3256
"gSiO2,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"gNaHSiO3,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"gCO,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
gCaHSiO3+,0.3245,0.3245,0.3245,0.3245,0.3245,0.3247,0.3257,0.3360,0.3780,0.3872,0.3703,0.3643,0.3397,0.3390,0.3010,0.2965,0.2302,0.1043,-0.1054,-0.3902,-0.4993,-0.4993,-0.5193,-0.5735,-0.6212,-0.6243,-0.6451,-0.6495,-0.7216,-1.0576,-1.2439,-1.2439,-1.2439,-1.2443,-1.2701,-1.2701,-1.2701,-1.2701,-1.3256,-1.3256
gHSiO3-,-0.1933,-0.1933,-0.1933,-0.1933,-0.1933,-0.1934,-0.1935,-0.1946,-0.2023,-0.2075,-0.2233,-0.2260,-0.2316,-0.2316,-0.2356,-0.2374,-0.2733,-0.3153,-0.3529,-0.3980,-0.4202,-0.4202,-0.4244,-0.4367,-0.4490,-0.4499,-0.4563,-0.4577,-0.4826,-0.6695,-0.8709,-0.8709,-0.8709,-0.8718,-0.9239,-0.9239,-0.9239,-0.9239,-1.0448,-1.0448
"gFORMALDEHYDE,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"gFeCl2,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"gHFeO2,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
gFeO2-,-0.1933,-0.1933,-0.1933,-0.1933,-0.1933,-0.1934,-0.1935,-0.1946,-0.2023,-0.2075,-0.2233,-0.2260,-0.2316,-0.2316,-0.2356,-0.2374,-0.2733,-0.3153,-0.3529,-0.3980,-0.4202,-0.4202,-0.4244,-0.4367,-0.4490,-0.4499,-0.4563,-0.4577,-0.4826,-0.6695,-0.8709,-0.8709,-0.8709,-0.8718,-0.9239,-0.9239,-0.9239,-0.9239,-1.0448,-1.0448
gFeO+,0.3245,0.3245,0.3245,0.3245,0.3245,0.3247,0.3257,0.3360,0.3780,0.3872,0.3703,0.3643,0.3397,0.3390,0.3010,0.2965,0.2302,0.1043,-0.1054,-0.3902,-0.4993,-0.4993,-0.5193,-0.5735,-0.6212,-0.6243,-0.6451,-0.6495,-0.7216,-1.0576,-1.2439,-1.2439,-1.2439,-1.2443,-1.2701,-1.2701,-1.2701,-1.2701,-1.3256,-1.3256
gFeOH+2,-0.3190,-0.3190,-0.3190,-0.3190,-0.3190,-0.3188,-0.3175,-0.3053,-0.2643,-0.2656,-0.3347,-0.3510,-0.3998,-0.4004,-0.4594,-0.4706,-0.6766,-0.9879,-1.4021,-1.9467,-2.1703,-2.1703,-2.2110,-2.3237,-2.4256,-2.4327,-2.4814,-2.4919,-2.6686,-3.6795,-4.4777,-4.4777,-4.4778,-4.4804,-4.6448,-4.6448,-4.6448,-4.6448,-5.0216,-5.0216
gFeCl+2,-0.3190,-0.3190,-0.3190,-0.3190,-0.3190,-0.3188,-0.3175,-0.3053,-0.2643,-0.2656,-0.3347,-0.3510,-0.3998,-0.4004,-0.4594,-0.4706,-0.6766,-0.9879,-1.4021,-1.9467,-2.1703,-2.1703,-2.2110,-2.3237,-2.4256,-2.4327,-2.4814,-2.4919,-2.6686,-3.6795,-4.4777,-4.4777,-4.4778,-4.4804,-4.6448,-4.6448,-4.6448,-4.6448,-5.0216,-5.0216
gFe+3,-0.2102,-0.2102,-0.2102,-0.2102,-0.2101,-0.2100,-0.2081,-0.1905,-0.1276,-0.1242,-0.2028,-0.2225,-0.2842,-0.2853,-0.3645,-0.3783,-0.6220,-0.9999,-1.5208,-2.2087,-2.4872,-2.4872,-2.5389,-2.6824,-2.8133,-2.8219,-2.8814,-2.8941,-3.1075,-4.2842,-5.1560,-5.1560,-5.1560,-5.1590,-5.3361,-5.3361,-5.3361,-5.3361,-5.7174,-5.7174
"gH2O2,aq",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
gHO2-,-0.1933,-0.1933,-0.1933,-0.1933,-0.1933,-0.1934,-0.1935,-0.1946,-0.2023,-0.2075,-0.2233,-0.2260,-0.2316,-0.2316,-0.2356,-0.2374,-0.2733,-0.3153,-0.3529,-0.3980,-0.4202,-0.4202,-0.4244,-0.4367,-0.4490,-0.4499,-0.4563,-0.4577,-0.4826,-0.6695,-0.8709,-0.8709,-0.8709,-0.8718,-0.9239,-0.9239,-0.9239,-0.9239,-1.0448,-1.0448
"gO2,aq",0.9682,0.9682,0.9682,0.9682,0.9682,0.9679,0.9656,0.9423,0.8109,0.7429,0.6097,0.5942,0.5522,0.5513,0.5061,0.5016,0.4758,0.4875,0.5207,0.5700,0.5895,0.5895,0.5892,0.5857,0.5770,0.5775,0.5810,0.5818,0.5952,0.6696,0.7390,0.7390,0.7390,0.7388,0.7374,0.7374,0.7374,0.7374,0.7833,0.7833
total_HCO3-,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
total_Na+,7.77460E-02,7.77460E-02,7.77460E-02,7.77460E-02,7.77460E-02,7.77460E-02,7.77488E-02,7.77375E-02,7.77037E-02,7.77068E-02,7.77425E-02,7.77457E-02,7.77712E-02,7.77722E-02,7.78032E-02,7.78112E-02,7.78670E-02,7.79764E-02,7.81152E-02,7.81924E-02,7.81990E-02,7.81980E-02,7.72863E-02,7.42458E-02,7.04092E-02,7.03982E-02,7.03211E-02,7.03171E-02,7.02480E-02,7.00540E-02,6.99910E-02,6.99910E-02,6.99890E-02,6.98840E-02,6.61260E-02,6.61260E-02,6.61250E-02,6.61180E-02,6.61220E-02,6.61220E-02
TCO2,1.84498E-01,1.84498E-01,1.84498E-01,1.84498E-01,1.84494E-01,1.84460E-01,1.84114E-01,1.80764E-01,1.64817E-01,1.59347E-01,1.57220E-01,1.57950E-01,1.61623E-01,1.61745E-01,1.69339E-01,1.70491E-01,1.91093E-01,2.35820E-01,3.11092E-01,3.77628E-01,3.90623E-01,3.90633E-01,4.03527E-01,4.24977E-01,4.23534E-01,4.23875E-01,4.25964E-01,4.26078E-01,4.27662E-01,4.30616E-01,4.30689E-01,4.30689E-01,4.30679E-01,4.30167E-01,4.11742E-01,4.11742E-01,4.11732E-01,4.11682E-01,4.11682E-01,4.11682E-01
TFor,2.69605E-01,2.69605E-01,2.69605E-01,2.69605E-01,2.69606E-01,2.69647E-01,2.69956E-01,2.72989E-01,2.87784E-01,2.93224E-01,2.96815E-01,2.96407E-01,2.93701E-01,2.93598E-01,2.86779E-01,2.85701E-01,2.66457E-01,2.22937E-01,1.40622E-01,5.46599E-02,3.55916E-02,3.55874E-02,2.70968E-02,1.09553E-02,3.67675E-03,3.51549E-03,2.58227E-03,2.48727E-03,1.35212E-03,8.38037E-05,1.69952E-05,1.69949E-05,1.69872E-05,1.64444E-05,1.42248E-07,1.42248E-07,1.42221E-07,1.42033E-07,1.16440E-07,1.16440E-07
MAGNETITE_out,1.0958E-01,1.0958E-01,1.0958E-01,1.0958E-01,1.0958E-01,1.0963E-01,1.1013E-01,1.1492E-01,1.3855E-01,1.4755E-01,1.5581E-01,1.5583E-01,1.5423E-01,1.5415E-01,1.4981E-01,1.4933E-01,1.4303E-01,1.3274E-01,1.2710E-01,1.3322E-01,1.3337E-01,1.3335E-01,1.0153E-01,3.6675E-02,8.9451E-03,7.7101E-03,,,,,,,,,1.6683E-05,1.6706E-05,2.9367E-05,1.2456E-04,1.5329E-04,1.5329E-04
SERP-SS_out,3.7265E+00,3.7265E+00,3.7265E+00,3.7265E+00,3.7265E+00,3.7265E+00,3.7264E+00,3.7254E+00,3.7204E+00,3.7183E+00,3.7153E+00,3.7150E+00,3.7146E+00,3.7146E+00,3.7144E+00,3.7143E+00,3.7130E+00,3.7121E+00,3.7104E+00,3.7061E+00,3.6998E+00,3.6997E+00,3.4855E+00,2.7689E+00,1.8303E+00,1.8264E+00,1.8021E+00,1.8007E+00,1.7790E+00,1.7191E+00,1.6963E+00,1.6962E+00,1.6956E+00,1.6518E+00,4.0010E-03,4.0002E-03,3.5307E-03,,,
CHRYSOTILE_pcss_out,3.5387E+00,3.5387E+00,3.5387E+00,3.5387E+00,3.5387E+00,3.5387E+00,3.5388E+00,3.5399E+00,3.5453E+00,3.5469E+00,3.5455E+00,3.5448E+00,3.5421E+00,3.5420E+00,3.5375E+00,3.5369E+00,3.5292E+00,3.5203E+00,3.5165E+00,3.5281E+00,3.5318E+00,3.5317E+00,3.3367E+00,2.6713E+00,1.7778E+00,1.7739E+00,1.7494E+00,1.7483E+00,1.7323E+00,1.6897E+00,1.6712E+00,1.6712E+00,1.6706E+00,1.6275E+00,3.8678E-03,3.8670E-03,3.4131E-03,,,
GREENALITE_pcss_out,4.3187E-02,4.3187E-02,4.3187E-02,4.3187E-02,4.3187E-02,4.3185E-02,4.3170E-02,4.3025E-02,4.2689E-02,4.3234E-02,4.7552E-02,4.8488E-02,5.1650E-02,5.1723E-02,5.6526E-02,5.7208E-02,6.6169E-02,7.5973E-02,8.1488E-02,7.4130E-02,6.8566E-02,6.8561E-02,5.8305E-02,3.3417E-02,1.5157E-02,1.5159E-02,1.5166E-02,1.5175E-02,1.5244E-02,1.4388E-02,1.4438E-02,1.4437E-02,1.4430E-02,1.3936E-02,2.5256E-05,2.5250E-05,2.2285E-05,,,
CRONSTEDTITE_pcss_out,1.4470E-01,1.4470E-01,1.4470E-01,1.4470E-01,1.4470E-01,1.4468E-01,1.4447E-01,1.4251E-01,1.3242E-01,1.2813E-01,1.2221E-01,1.2172E-01,1.2085E-01,1.2086E-01,1.2037E-01,1.2021E-01,1.1767E-01,1.1581E-01,1.1247E-01,1.0384E-01,9.9483E-02,9.9479E-02,9.0431E-02,6.4197E-02,3.7359E-02,3.7388E-02,3.7596E-02,3.7206E-02,3.1457E-02,1.5083E-02,1.0588E-02,1.0588E-02,1.0584E-02,1.0317E-02,1.0802E-04,1.0799E-04,9.5316E-05,,,
BRUCITE-SS_out,1.0259E+00,1.0259E+00,1.0259E+00,1.0259E+00,1.0259E+00,1.0259E+00,1.0252E+00,1.0187E+00,9.9178E-01,9.8593E-01,9.9434E-01,9.9721E-01,1.0083E+00,1.0086E+00,1.0273E+00,1.0298E+00,1.0698E+00,1.1391E+00,1.2191E+00,1.2757E+00,1.2944E+00,1.2943E+00,1.2062E+00,7.7030E-01,,,,,,,,,,,,,,,,
BRUCITE_pcss_out,8.3476E-01,8.3476E-01,8.3476E-01,8.3476E-01,8.3476E-01,8.3475E-01,8.3471E-01,8.3436E-01,8.3711E-01,8.4290E-01,8.6588E-01,8.6977E-01,8.8240E-01,8.8270E-01,9.0144E-01,9.0402E-01,9.4318E-01,1.0063E+00,1.0836E+00,1.1549E+00,1.1819E+00,1.1819E+00,1.1099E+00,7.2346E-01,,,,,,,,,,,,,,,,
Fe(OH)2_pcss_out,1.9119E-01,1.9119E-01,1.9119E-01,1.9118E-01,1.9118E-01,1.9111E-01,1.9048E-01,1.8437E-01,1.5467E-01,1.4303E-01,1.2846E-01,1.2744E-01,1.2588E-01,1.2589E-01,1.2588E-01,1.2582E-01,1.2659E-01,1.3281E-01,1.3549E-01,1.2083E-01,1.1242E-01,1.1242E-01,9.6231E-02,4.6848E-02,,,,,,,,,,,,,,,,
IDEAL-OLIVINE_out,,,,,,,,,,,,,,,,,,,,,8.1647E-03,8.3567E-03,4.2787E-01,1.8348E+00,3.6851E+00,3.6930E+00,3.7417E+00,3.7443E+00,3.7819E+00,3.8848E+00,3.9232E+00,3.9233E+00,3.9241E+00,3.9770E+00,5.9699E+00,5.9699E+00,5.9705E+00,5.9746E+00,5.9780E+00,5.9780E+00
FAYALITE_pcss_out,,,,,,,,,,,,,,,,,,,,,1.8900E-03,1.9344E-03,9.1802E-02,3.0739E-01,4.6026E-01,4.6142E-01,4.6812E-01,4.6796E-01,4.6297E-01,4.0598E-01,3.8418E-01,3.8419E-01,3.8422E-01,3.8675E-01,4.6505E-01,4.6505E-01,4.6507E-01,4.6522E-01,4.6854E-01,4.6854E-01
FORSTERITE_pcss_out,,,,,,,,,,,,,,,,,,,,,6.2747E-03,6.4223E-03,3.3607E-01,1.5274E+00,3.2249E+00,3.2315E+00,3.2735E+00,3.2763E+00,3.3189E+00,3.4789E+00,3.5390E+00,3.5391E+00,3.5398E+00,3.5903E+00,5.5049E+00,5.5049E+00,5.5054E+00,5.5094E+00,5.5095E+00,5.5095E+00
TALC-SS_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5503E-04,4.6992E-04,5.9084E-04,9.1830E-03,3.3227E-01,3.3227E-01,3.3236E-01,3.3307E-01,3.3219E-01,3.3219E-01
TALC_pcss_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5499E-04,4.6988E-04,5.9079E-04,9.1821E-03,3.3224E-01,3.3224E-01,3.3234E-01,3.3304E-01,3.3216E-01,3.3216E-01
MINNESOTAITE_pcss_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3580E-08,4.5005E-08,5.6581E-08,8.7368E-07,2.6309E-05,2.6309E-05,2.6315E-05,2.6360E-05,2.9636E-05,2.9636E-05
